Timestamp (Epoch),Temperature (°C),Humidity (%),Pressure (kPa),Illuminance (lx),Latitude,Longitude,Altitude (m),Speed (km/h),Satellites
1750471669,27.63,45.13,100.84,1.94,42.3160973,-71.3346252,72.60,0.20,8
1750471670,27.58,45.26,100.84,2.58,42.3160973,-71.3346252,72.60,0.08,8
1750471671,27.63,45.13,100.84,1.94,42.3160973,-71.3346252,72.70,0.09,8
1750471672,27.60,45.23,100.84,1.94,42.3160973,-71.3346252,72.70,0.02,7
1750471673,27.60,45.22,100.83,0.00,42.3160973,-71.3346252,72.80,0.03,7
1750471674,27.60,45.37,100.83,1.94,42.3160973,-71.3346252,72.80,0.19,8
1750471675,27.60,45.33,100.84,1.94,42.3160896,-71.3346252,72.50,0.11,7
1750471676,27.58,45.41,100.83,1.94,42.3160896,-71.3346329,72.30,0.04,7
1750471677,27.58,45.25,100.84,1.94,42.3160896,-71.3346329,72.40,0.55,8
1750471678,27.58,45.41,100.84,1.94,42.3160896,-71.3346329,72.70,0.82,8
1750471679,27.51,45.31,100.84,1.94,42.3160896,-71.3346329,72.50,0.40,7
1750471680,27.49,45.31,100.84,1.29,42.3160896,-71.3346329,72.50,0.33,7
1750471681,27.51,45.35,100.84,1.94,42.3160896,-71.3346405,72.40,0.19,7
1750471682,27.47,45.50,100.84,1.94,42.3160896,-71.3346405,72.40,0.09,7
1750471683,27.45,45.50,100.83,1.94,42.3160896,-71.3346405,72.40,0.09,7
1750471684,27.38,45.48,100.84,1.94,42.3160896,-71.3346405,72.30,0.02,7
1750471685,27.41,45.47,100.84,1.29,42.3160896,-71.3346405,72.30,0.04,7
1750471686,27.40,45.52,100.84,1.94,42.3160896,-71.3346405,72.40,0.11,7
1750471687,27.36,45.46,100.84,1.29,42.3160896,-71.3346405,72.30,0.08,7
1750471688,27.32,45.68,100.84,1.94,42.3160896,-71.3346405,72.40,0.07,7
1750471689,27.30,45.69,100.83,1.94,42.3160896,-71.3346634,72.50,0.04,7
1750471690,27.25,45.61,100.84,1.94,42.3160896,-71.3346634,72.60,0.01,7
1750471691,27.23,45.64,100.84,1.29,42.3160896,-71.3346634,72.60,0.04,7
1750471692,27.23,45.84,100.83,2.58,42.3160896,-71.3346634,72.70,0.10,7
1750471693,27.19,45.75,100.84,1.94,42.3160896,-71.3346634,72.60,0.02,7
1750471694,27.19,45.68,100.84,2.58,42.3160896,-71.3346634,72.70,0.13,7
1750471695,27.19,45.84,100.84,1.94,42.3160896,-71.3346634,72.70,0.09,7
1750471696,27.14,45.83,100.84,2.58,42.3160896,-71.3346634,72.60,0.03,7
1750471697,27.14,45.87,100.83,1.94,42.3160896,-71.3346634,72.50,0.04,7
1750471698,27.10,46.10,100.84,2.58,42.3160896,-71.3346634,72.50,0.07,7
1750471699,27.06,46.01,100.84,2.58,42.3160896,-71.3346634,72.40,0.09,7
1750471700,27.05,46.14,100.84,1.29,42.3160896,-71.3346634,72.40,0.08,7
1750471701,27.05,46.21,100.84,1.94,42.3160896,-71.3346634,72.30,0.10,7
1750471702,27.03,45.97,100.84,1.94,42.3160896,-71.3346634,72.40,0.12,7
1750471703,26.97,46.04,100.84,1.94,42.3160896,-71.3346634,72.50,0.09,7
1750471704,26.95,46.21,100.83,1.94,42.3160973,-71.3346634,72.60,0.21,7
1750471705,26.94,46.44,100.84,2.58,42.3160973,-71.3346634,72.70,0.11,7
1750471706,26.90,46.26,100.84,1.94,42.3160973,-71.3346634,72.80,0.09,7
1750471707,26.90,46.35,100.84,1.94,42.3160973,-71.3346405,72.90,0.02,7
1750471708,26.82,46.46,100.84,0.65,42.3160973,-71.3346405,73.00,0.11,7
1750471709,26.84,46.28,100.84,1.29,42.3160973,-71.3346405,73.10,0.07,7
1750471710,26.82,46.31,100.84,1.94,42.3160973,-71.3346405,73.20,0.03,7
1750471711,26.84,46.41,100.84,1.94,42.3160973,-71.3346405,73.30,0.01,7
1750471712,26.82,46.48,100.84,1.94,42.3160973,-71.3346405,73.30,0.06,7
1750471713,26.79,46.51,100.84,1.94,42.3160973,-71.3346405,73.20,0.03,7
1750471714,26.86,46.56,100.84,1.94,42.3160973,-71.3346405,73.20,0.11,7
1750471715,26.82,46.36,100.84,1.94,42.3160973,-71.3346405,73.10,0.11,7
1750471716,26.82,46.60,100.84,1.94,42.3160973,-71.3346405,73.10,0.13,7
1750471717,26.81,46.68,100.84,2.58,42.3160973,-71.3346405,73.00,0.11,7
1750471718,26.79,46.61,100.83,1.94,42.3161049,-71.3346405,72.90,0.10,7
1750471719,26.81,46.77,100.83,1.94,42.3161049,-71.3346405,72.80,0.14,7
1750471720,26.79,46.76,100.84,1.94,42.3161049,-71.3346405,72.70,0.08,7
1750471721,26.79,46.63,100.84,1.94,42.3161049,-71.3346405,72.70,0.18,7
1750471722,26.75,46.71,100.83,1.94,42.3161049,-71.3346405,72.70,0.23,7
1750471723,26.73,46.78,100.84,1.94,42.3161049,-71.3346405,72.80,0.01,7
1750471724,26.68,46.66,100.84,1.94,42.3161049,-71.3346405,72.80,0.10,7
1750471725,26.62,46.81,100.83,1.94,42.3161049,-71.3346405,72.80,0.02,7
1750471726,26.59,46.65,100.83,0.65,42.3161049,-71.3346405,72.90,0.15,7
1750471727,26.60,46.65,100.83,1.94,42.3161049,-71.3346405,73.00,0.04,7
1750471728,26.60,46.76,100.84,1.94,42.3161049,-71.3346405,73.00,0.13,7
1750471729,26.62,46.87,100.84,1.94,42.3161049,-71.3346405,73.10,0.06,7
1750471730,26.55,46.75,100.84,1.94,42.3161049,-71.3346405,73.10,0.14,7
1750471731,26.57,46.95,100.83,1.94,42.3161049,-71.3346405,73.10,0.05,7
1750471732,26.49,46.87,100.84,1.94,42.3161049,-71.3346329,73.10,0.19,7
1750471733,26.51,46.88,100.83,1.94,42.3161049,-71.3346329,73.10,0.21,7
1750471734,26.46,46.84,100.83,1.94,42.3161049,-71.3346329,73.20,0.19,7
1750471735,26.46,46.99,100.83,1.94,42.3161049,-71.3346329,73.10,0.27,7
1750471736,26.46,47.09,100.84,1.94,42.3161049,-71.3346329,73.10,0.15,7
1750471737,26.36,47.10,100.84,1.94,42.3161049,-71.3346329,73.10,0.13,7
1750471738,26.40,47.11,100.84,1.94,42.3161049,-71.3346329,73.00,0.21,7
1750471739,26.40,46.99,100.84,1.94,42.3161049,-71.3346329,73.00,0.21,7
1750471740,26.35,47.15,100.84,1.94,42.3161049,-71.3346329,73.10,0.18,7
1750471741,26.40,47.10,100.83,1.94,42.3161049,-71.3346329,73.10,0.23,7
1750471742,26.36,47.18,100.83,1.29,42.3161049,-71.3346329,73.10,0.18,7
1750471743,26.38,47.26,100.83,1.94,42.3161049,-71.3346329,73.20,0.24,8
1750471744,26.40,47.01,100.83,1.94,42.3161049,-71.3346329,73.20,0.21,8
1750471745,26.35,47.14,100.83,1.94,42.3161049,-71.3346329,73.20,0.14,8
1750471746,26.36,47.42,100.83,1.94,42.3161049,-71.3346329,73.10,0.27,8
1750471747,26.35,47.26,100.83,1.94,42.3161049,-71.3346329,73.10,0.24,8
1750471748,26.29,47.35,100.83,1.94,42.3161049,-71.3346329,73.10,0.12,8
1750471749,26.29,47.29,100.84,2.58,42.3160896,-71.3346329,75.60,3.43,8
1750471750,26.29,47.44,100.84,1.94,42.3160896,-71.3346252,75.70,1.27,8
1750471751,26.25,47.43,100.83,1.29,42.3160896,-71.3346252,75.70,1.10,8
1750471752,26.25,47.49,100.84,1.94,42.3160896,-71.3346252,75.70,0.56,8
1750471753,26.24,47.61,100.83,1.29,42.3160896,-71.3346329,75.70,0.36,8
1750471754,26.22,47.45,100.84,1.94,42.3160896,-71.3346329,75.70,0.38,8
1750471755,26.22,47.35,100.84,1.94,42.3160896,-71.3346329,75.50,0.01,8
1750471756,26.22,47.49,100.84,1.94,42.3160896,-71.3346329,75.40,0.11,8
1750471757,26.20,47.56,100.84,1.94,42.3160896,-71.3346329,75.30,0.05,8
1750471758,26.20,47.59,100.84,1.94,42.3160896,-71.3346329,75.30,0.01,8
1750471759,26.18,47.66,100.83,1.94,42.3160896,-71.3346329,75.30,0.30,8
1750471760,26.20,47.68,100.83,0.65,42.3160896,-71.3346329,75.00,0.11,8
1750471761,26.20,47.61,100.83,1.94,42.3160896,-71.3346329,74.60,0.15,8
1750471762,26.20,47.65,100.83,1.94,42.3160896,-71.3346329,74.10,0.17,8
1750471763,26.20,47.84,100.83,1.94,42.3160896,-71.3346329,73.70,0.27,8
1750471764,26.16,47.69,100.83,2.58,42.3160896,-71.3346329,73.20,0.24,8
1750471765,26.14,47.76,100.84,1.94,42.3160896,-71.3346329,72.90,0.24,8
1750471766,26.18,47.65,100.83,1.94,42.3160820,-71.3346329,72.60,0.16,8
1750471767,26.14,47.56,100.84,1.94,42.3160820,-71.3346329,72.30,0.19,8
1750471768,26.14,47.61,100.84,1.94,42.3160820,-71.3346405,72.00,0.12,8
1750471769,26.13,47.92,100.84,1.94,42.3160820,-71.3346405,71.80,0.09,8
1750471770,26.14,47.72,100.83,1.94,42.3160744,-71.3346405,71.50,0.23,8
1750471771,26.14,47.67,100.83,2.58,42.3160744,-71.3346405,71.30,0.21,8
1750471772,26.11,47.86,100.84,0.65,42.3160744,-71.3346405,71.10,0.19,8
1750471773,26.09,47.81,100.83,1.94,42.3160744,-71.3346405,71.00,0.11,8
1750471774,26.11,47.97,100.83,1.94,42.3160744,-71.3346405,70.90,0.06,7
1750471775,26.11,47.93,100.84,1.94,42.3160744,-71.3346405,71.00,0.10,7
1750471776,26.13,47.90,100.83,1.94,42.3160744,-71.3346405,71.10,0.08,8
1750471777,26.07,48.09,100.83,1.94,42.3160744,-71.3346405,71.00,0.12,8
1750471778,26.13,48.01,100.83,1.94,42.3160629,-71.3346405,71.00,0.09,8
1750471779,26.09,47.86,100.83,1.29,42.3160629,-71.3346405,71.00,0.05,8
1750471780,26.09,48.09,100.84,1.94,42.3160553,-71.3346405,71.50,0.14,8
1750471781,26.03,48.03,100.83,2.58,42.3160553,-71.3346329,71.70,0.07,8
1750471782,26.05,47.93,100.84,1.94,42.3160553,-71.3346405,71.90,0.29,7
1750471783,26.05,47.95,100.83,1.94,42.3160553,-71.3346405,71.80,0.61,7
1750471784,25.96,48.15,100.83,1.94,42.3160553,-71.3346329,72.30,0.27,8
1750471785,25.98,48.15,100.83,1.29,42.3160477,-71.3346329,72.60,0.05,8
1750471786,25.94,48.25,100.83,1.94,42.3160477,-71.3346329,72.50,0.08,8
1750471787,25.89,48.08,100.83,1.94,42.3160553,-71.3346329,72.40,0.01,8
1750471788,25.94,48.20,100.84,1.94,42.3160553,-71.3346329,72.10,0.09,8
1750471789,25.89,48.23,100.83,1.94,42.3160553,-71.3346329,71.90,0.12,8
1750471790,25.90,48.35,100.83,1.94,42.3160553,-71.3346329,71.80,0.12,8
1750471791,25.81,48.33,100.83,1.94,42.3160553,-71.3346252,71.80,0.06,8
1750471792,25.81,48.48,100.83,1.94,42.3160629,-71.3346252,71.80,0.13,8
1750471793,25.85,48.47,100.84,1.94,42.3160629,-71.3346252,71.60,0.06,8
1750471794,25.85,48.45,100.83,1.94,42.3160629,-71.3346252,71.50,0.31,8
1750471795,25.85,48.54,100.84,1.29,42.3160629,-71.3346252,72.40,0.78,8
1750471796,25.83,48.67,100.84,7.10,42.3160553,-71.3346252,72.80,0.21,8
1750471797,25.83,48.77,100.83,0.00,42.3160553,-71.3346100,73.60,0.33,7
1750471798,25.83,48.73,100.83,1.29,42.3160553,-71.3346100,74.40,0.37,8
1750471799,25.79,48.68,100.84,1.94,42.3160477,-71.3346100,75.40,0.25,8
